year,month,province,region,animal_bites,vaccinated,serum,human_cases,deaths
2022,1,Quảng Nam,Miền Trung,117,78,32,0,0
2022,1,Quảng Ngãi,Miền Trung,134,87,32,1,0
2022,1,Bình Định,Miền Trung,125,88,17,1,1
2022,1,Khánh Hòa,Miền Trung,162,127,35,1,1
2022,1,Phú Yên,Miền Trung,107,87,19,1,1
2022,1,Gia Lai,Tây Nguyên,168,134,33,1,1
2022,1,Đắk Lắk,Tây Nguyên,152,103,34,0,0
2022,1,Lâm Đồng,Tây Nguyên,146,106,37,1,1
2022,1,Kon Tum,Tây Nguyên,129,109,45,1,1
2022,1,Hồ Chí Minh,Miền Nam,132,97,26,2,0
2022,1,Cần Thơ,Miền Nam,137,104,35,0,0
2022,1,An Giang,Miền Nam,132,96,20,0,0
2022,1,Kiên Giang,Miền Nam,147,118,33,3,2
2022,1,Đồng Tháp,Miền Nam,140,112,34,1,1
2022,1,Bình Phước,Miền Nam,130,112,42,1,1
2022,1,Tây Ninh,Miền Nam,134,88,23,1,1
2022,2,Hà Nội,Miền Bắc,167,118,23,0,0
2022,2,Hải Phòng,Miền Bắc,146,123,42,1,1
2022,2,Quảng Ninh,Miền Bắc,117,97,23,3,2
2022,2,Bắc Giang,Miền Bắc,175,143,48,0,0
2022,2,Lạng Sơn,Miền Bắc,165,141,56,0,0
2022,2,Sơn La,Miền Bắc,161,118,36,0,0
2022,2,Thanh Hóa,Miền Bắc,159,109,34,3,3
2022,2,Nghệ An,Miền Bắc,155,130,46,1,1
2022,2,Đà Nẵng,Miền Trung,138,95,30,1,1
2022,2,Quảng Nam,Miền Trung,111,76,30,0,0
2022,2,Quảng Ngãi,Miền Trung,140,101,36,1,1
2022,2,Bình Định,Miền Trung,120,102,29,2,2
2022,2,Khánh Hòa,Miền Trung,142,93,26,0,0
2022,2,Phú Yên,Miền Trung,127,87,30,1,0
2022,2,Gia Lai,Tây Nguyên,167,111,41,3,2
2022,2,Đắk Lắk,Tây Nguyên,172,137,47,1,1
2022,2,Lâm Đồng,Tây Nguyên,178,146,60,0,0
2022,2,Kon Tum,Tây Nguyên,151,114,23,2,0
2022,2,Hồ Chí Minh,Miền Nam,104,73,23,2,2
2022,2,Cần Thơ,Miền Nam,143,93,29,1,1
2022,2,An Giang,Miền Nam,127,110,25,1,1
2022,2,Kiên Giang,Miền Nam,145,108,43,1,0
2022,2,Đồng Tháp,Miền Nam,150,119,47,0,0
2022,2,Bình Phước,Miền Nam,155,122,26,1,1
2022,2,Tây Ninh,Miền Nam,149,102,35,0,0
2022,3,Hà Nội,Miền Bắc,173,142,34,2,2
2022,3,Hải Phòng,Miền Bắc,158,106,37,1,1
2022,3,Quảng Ninh,Miền Bắc,132,113,34,0,0
2022,3,Bắc Giang,Miền Bắc,184,158,29,1,1
2022,3,Lạng Sơn,Miền Bắc,152,108,20,0,0
2022,3,Sơn La,Miền Bắc,139,113,43,0,0
2022,3,Thanh Hóa,Miền Bắc,133,99,23,1,0
2022,3,Nghệ An,Miền Bắc,192,141,39,1,0
2022,3,Đà Nẵng,Miền Trung,148,99,22,0,0
2022,3,Quảng Nam,Miền Trung,118,80,23,1,0
2022,3,Quảng Ngãi,Miền Trung,161,107,31,3,0
2022,3,Bình Định,Miền Trung,120,99,24,0,0
2022,3,Khánh Hòa,Miền Trung,144,101,21,0,0
2022,3,Phú Yên,Miền Trung,112,73,24,0,0
2022,3,Gia Lai,Tây Nguyên,197,128,48,0,0
2022,3,Đắk Lắk,Tây Nguyên,189,151,41,1,0
2022,3,Lâm Đồng,Tây Nguyên,190,128,48,0,0
2022,3,Kon Tum,Tây Nguyên,155,115,24,1,1
2022,3,Hồ Chí Minh,Miền Nam,131,111,35,0,0
2022,3,Cần Thơ,Miền Nam,149,98,40,0,0
2022,3,An Giang,Miền Nam,147,112,43,0,0
2022,3,Kiên Giang,Miền Nam,172,111,26,1,0
2022,3,Đồng Tháp,Miền Nam,152,105,20,1,0
2022,3,Bình Phước,Miền Nam,168,140,51,1,1
2022,3,Tây Ninh,Miền Nam,161,118,39,1,1
2022,4,Hà Nội,Miền Bắc,204,177,34,1,1
2022,4,Hải Phòng,Miền Bắc,154,131,33,0,0
2022,4,Quảng Ninh,Miền Bắc,140,91,22,0,0
2022,4,Bắc Giang,Miền Bắc,185,162,53,0,0
2022,4,Lạng Sơn,Miền Bắc,190,130,52,3,1
2022,4,Sơn La,Miền Bắc,171,128,47,2,1
2022,4,Thanh Hóa,Miền Bắc,151,129,26,2,2
2022,4,Nghệ An,Miền Bắc,191,133,45,2,0
2022,4,Đà Nẵng,Miền Trung,158,131,36,0,0
2022,4,Quảng Nam,Miền Trung,128,89,27,1,1
2022,4,Quảng Ngãi,Miền Trung,142,120,31,2,1
2022,4,Bình Định,Miền Trung,136,115,24,0,0
2022,4,Khánh Hòa,Miền Trung,157,116,30,0,0
2022,4,Phú Yên,Miền Trung,139,110,26,1,1
2022,4,Gia Lai,Tây Nguyên,206,154,43,3,2
2022,4,Đắk Lắk,Tây Nguyên,179,144,48,2,1
2022,4,Lâm Đồng,Tây Nguyên,213,147,42,3,2
2022,4,Kon Tum,Tây Nguyên,173,124,51,1,0
2022,4,Hồ Chí Minh,Miền Nam,125,96,23,1,1
2022,4,Cần Thơ,Miền Nam,185,130,47,2,2
2022,4,An Giang,Miền Nam,123,98,26,1,0
2022,4,Kiên Giang,Miền Nam,167,129,48,0,0
2022,4,Đồng Tháp,Miền Nam,175,121,42,1,0
2022,4,Bình Phước,Miền Nam,144,109,29,0,0
2022,4,Tây Ninh,Miền Nam,141,105,23,2,1
2022,5,Hà Nội,Miền Bắc,203,136,24,0,0
2022,5,Hải Phòng,Miền Bắc,175,123,49,1,1
2022,5,Quảng Ninh,Miền Bắc,148,119,29,1,1
2022,5,Bắc Giang,Miền Bắc,211,143,27,0,0
2022,5,Lạng Sơn,Miền Bắc,168,138,25,1,1
2022,5,Sơn La,Miền Bắc,182,126,25,1,1
2022,5,Thanh Hóa,Miền Bắc,177,133,49,1,0
2022,5,Nghệ An,Miền Bắc,223,152,53,1,1
2022,5,Đà Nẵng,Miền Trung,174,145,58,1,1
2022,5,Quảng Nam,Miền Trung,153,105,38,0,0
2022,5,Quảng Ngãi,Miền Trung,188,150,40,2,0
2022,5,Bình Định,Miền Trung,143,117,35,0,0
2022,5,Khánh Hòa,Miền Trung,158,114,47,1,0
2022,5,Phú Yên,Miền Trung,149,99,29,2,0
2022,5,Gia Lai,Tây Nguyên,242,193,36,2,2
2022,5,Đắk Lắk,Tây Nguyên,204,154,37,0,0
2022,5,Lâm Đồng,Tây Nguyên,212,152,58,3,3
2022,5,Kon Tum,Tây Nguyên,174,137,51,1,0
2022,5,Hồ Chí Minh,Miền Nam,145,120,45,1,0
2022,5,Cần Thơ,Miền Nam,184,120,35,2,1
2022,5,An Giang,Miền Nam,142,93,20,1,1
2022,5,Kiên Giang,Miền Nam,186,147,30,0,0
2022,5,Đồng Tháp,Miền Nam,160,131,41,0,0
2022,5,Bình Phước,Miền Nam,160,125,35,1,0
2022,5,Tây Ninh,Miền Nam,173,151,39,1,1
2022,6,Hà Nội,Miền Bắc,196,153,44,4,3
2022,6,Hải Phòng,Miền Bắc,172,113,41,2,2
2022,6,Quảng Ninh,Miền Bắc,138,96,30,0,0
2022,6,Bắc Giang,Miền Bắc,183,119,39,1,0
2022,6,Lạng Sơn,Miền Bắc,171,138,43,1,1
2022,6,Sơn La,Miền Bắc,162,110,36,0,0
2022,6,Thanh Hóa,Miền Bắc,198,172,68,0,0
2022,6,Nghệ An,Miền Bắc,188,144,36,0,0
2022,6,Đà Nẵng,Miền Trung,150,112,24,2,1
2022,6,Quảng Nam,Miền Trung,126,108,38,1,1
2022,6,Quảng Ngãi,Miền Trung,149,129,28,3,2
2022,6,Bình Định,Miền Trung,141,110,43,0,0
2022,6,Khánh Hòa,Miền Trung,141,114,39,0,0
2022,6,Phú Yên,Miền Trung,164,138,39,1,1
2022,6,Gia Lai,Tây Nguyên,226,179,71,0,0
2022,6,Đắk Lắk,Tây Nguyên,199,154,39,0,0
2022,6,Lâm Đồng,Tây Nguyên,217,184,58,3,1
2022,6,Kon Tum,Tây Nguyên,146,108,29,1,0
2022,6,Hồ Chí Minh,Miền Nam,151,129,43,1,0
2022,6,Cần Thơ,Miền Nam,185,131,35,1,0
2022,6,An Giang,Miền Nam,120,82,21,0,0
2022,6,Kiên Giang,Miền Nam,169,144,33,1,0
2022,6,Đồng Tháp,Miền Nam,154,130,23,0,0
2022,6,Bình Phước,Miền Nam,185,143,43,0,0
2022,6,Tây Ninh,Miền Nam,175,130,45,1,1
2022,7,Hà Nội,Miền Bắc,175,130,51,1,0
2022,7,Hải Phòng,Miền Bắc,193,126,27,1,0
2022,7,Quảng Ninh,Miền Bắc,126,90,31,1,0
2022,7,Bắc Giang,Miền Bắc,171,142,41,1,1
2022,7,Lạng Sơn,Miền Bắc,162,121,24,1,1
2022,7,Sơn La,Miền Bắc,147,113,25,0,0
2022,7,Thanh Hóa,Miền Bắc,171,127,23,1,0
2022,7,Nghệ An,Miền Bắc,169,141,57,0,0
2022,7,Đà Nẵng,Miền Trung,149,98,25,0,0
2022,7,Quảng Nam,Miền Trung,132,90,16,1,1
2022,7,Quảng Ngãi,Miền Trung,133,92,26,1,0
2022,7,Bình Định,Miền Trung,126,98,28,2,2
2022,7,Khánh Hòa,Miền Trung,119,99,24,1,0
2022,7,Phú Yên,Miền Trung,133,113,33,0,0
2022,7,Gia Lai,Tây Nguyên,208,153,59,1,1
2022,7,Đắk Lắk,Tây Nguyên,192,144,39,2,1
2022,7,Lâm Đồng,Tây Nguyên,179,137,41,0,0
2022,7,Kon Tum,Tây Nguyên,136,91,29,0,0
2022,7,Hồ Chí Minh,Miền Nam,119,103,39,0,0
2022,7,Cần Thơ,Miền Nam,146,111,20,1,1
2022,7,An Giang,Miền Nam,117,80,19,0,0
2022,7,Kiên Giang,Miền Nam,167,144,30,1,1
2022,7,Đồng Tháp,Miền Nam,135,105,30,1,1
2022,7,Bình Phước,Miền Nam,137,102,28,0,0
2022,7,Tây Ninh,Miền Nam,161,122,44,0,0
2022,8,Hà Nội,Miền Bắc,163,121,44,0,0
2022,8,Hải Phòng,Miền Bắc,132,98,37,0,0
2022,8,Quảng Ninh,Miền Bắc,128,100,26,1,1
2022,8,Bắc Giang,Miền Bắc,182,145,37,1,1
2022,8,Lạng Sơn,Miền Bắc,173,132,42,1,0
2022,8,Sơn La,Miền Bắc,130,85,30,2,2
2022,8,Thanh Hóa,Miền Bắc,126,83,26,1,0
2022,8,Nghệ An,Miền Bắc,173,140,39,1,0
2022,8,Đà Nẵng,Miền Trung,123,80,32,0,0
2022,8,Quảng Nam,Miền Trung,98,72,16,1,0
2022,8,Quảng Ngãi,Miền Trung,153,124,43,0,0
2022,8,Bình Định,Miền Trung,97,81,33,0,0
2022,8,Khánh Hòa,Miền Trung,124,82,33,0,0
2022,8,Phú Yên,Miền Trung,140,115,37,1,1
2022,8,Gia Lai,Tây Nguyên,193,135,27,1,1
2022,8,Đắk Lắk,Tây Nguyên,181,142,45,0,0
2022,8,Lâm Đồng,Tây Nguyên,163,112,38,1,1
2022,8,Kon Tum,Tây Nguyên,141,119,47,0,0
2022,8,Hồ Chí Minh,Miền Nam,131,113,27,1,1
2022,8,Cần Thơ,Miền Nam,134,113,36,1,1
2022,8,An Giang,Miền Nam,126,103,32,0,0
2022,8,Kiên Giang,Miền Nam,135,96,19,0,0
2022,8,Đồng Tháp,Miền Nam,133,108,36,0,0
2022,8,Bình Phước,Miền Nam,150,119,37,0,0
2022,8,Tây Ninh,Miền Nam,155,134,50,1,1
2022,9,Hà Nội,Miền Bắc,129,112,23,2,2
2022,9,Hải Phòng,Miền Bắc,121,86,23,0,0
2022,9,Quảng Ninh,Miền Bắc,79,52,10,1,1
2022,9,Bắc Giang,Miền Bắc,128,94,29,0,0
2022,9,Lạng Sơn,Miền Bắc,116,85,32,0,0
2022,9,Sơn La,Miền Bắc,122,103,36,0,0
2022,9,Thanh Hóa,Miền Bắc,103,90,21,0,0
2022,9,Nghệ An,Miền Bắc,141,108,40,1,0
2022,9,Đà Nẵng,Miền Trung,104,72,28,2,1
2022,9,Quảng Nam,Miền Trung,108,80,24,0,0
2022,9,Quảng Ngãi,Miền Trung,124,102,36,0,0
2022,9,Bình Định,Miền Trung,88,63,22,0,0
2022,9,Khánh Hòa,Miền Trung,94,82,19,1,0
2022,9,Phú Yên,Miền Trung,106,90,22,0,0
2022,9,Gia Lai,Tây Nguyên,173,135,49,0,0
2022,9,Đắk Lắk,Tây Nguyên,145,103,22,1,0
2022,9,Lâm Đồng,Tây Nguyên,138,104,26,1,0
2022,9,Kon Tum,Tây Nguyên,115,98,26,1,0
2022,9,Hồ Chí Minh,Miền Nam,118,96,29,0,0
2022,9,Cần Thơ,Miền Nam,124,99,25,0,0
2022,9,An Giang,Miền Nam,103,71,29,0,0
2022,9,Kiên Giang,Miền Nam,133,97,26,0,0
2022,9,Đồng Tháp,Miền Nam,109,83,17,0,0
2022,9,Bình Phước,Miền Nam,103,89,28,1,1
2022,9,Tây Ninh,Miền Nam,135,96,23,0,0
2022,10,Hà Nội,Miền Bắc,138,92,22,0,0
2022,10,Hải Phòng,Miền Bắc,109,84,15,0,0
2022,10,Quảng Ninh,Miền Bắc,95,76,26,1,1
2022,10,Bắc Giang,Miền Bắc,113,98,33,2,1
2022,10,Lạng Sơn,Miền Bắc,118,98,31,2,2
2022,10,Sơn La,Miền Bắc,97,76,23,0,0
2022,10,Thanh Hóa,Miền Bắc,110,81,28,0,0
2022,10,Nghệ An,Miền Bắc,119,89,31,0,0
2022,10,Đà Nẵng,Miền Trung,109,79,27,1,0
2022,10,Quảng Nam,Miền Trung,91,63,15,0,0
2022,10,Quảng Ngãi,Miền Trung,116,83,30,0,0
2022,10,Bình Định,Miền Trung,82,67,14,0,0
2022,10,Khánh Hòa,Miền Trung,104,82,30,0,0
2022,10,Phú Yên,Miền Trung,91,62,15,0,0
2022,10,Gia Lai,Tây Nguyên,145,106,37,0,0
2022,10,Đắk Lắk,Tây Nguyên,126,82,16,0,0
2022,10,Lâm Đồng,Tây Nguyên,157,105,40,2,2
2022,10,Kon Tum,Tây Nguyên,127,110,22,0,0
2022,10,Hồ Chí Minh,Miền Nam,93,71,25,0,0
2022,10,Cần Thơ,Miền Nam,104,71,18,0,0
2022,10,An Giang,Miền Nam,92,67,20,0,0
2022,10,Kiên Giang,Miền Nam,132,105,37,0,0
2022,10,Đồng Tháp,Miền Nam,118,88,19,2,0
2022,10,Bình Phước,Miền Nam,118,88,30,0,0
2022,10,Tây Ninh,Miền Nam,108,94,23,0,0
2022,11,Hà Nội,Miền Bắc,134,113,40,0,0
2022,11,Hải Phòng,Miền Bắc,135,114,23,0,0
2022,11,Quảng Ninh,Miền Bắc,114,76,28,1,1
2022,11,Bắc Giang,Miền Bắc,132,94,28,1,1
2022,11,Lạng Sơn,Miền Bắc,102,82,22,1,0
2022,11,Sơn La,Miền Bắc,117,90,35,1,1
2022,11,Thanh Hóa,Miền Bắc,107,78,14,0,0
2022,11,Nghệ An,Miền Bắc,137,89,30,0,0
2022,11,Đà Nẵng,Miền Trung,115,79,21,0,0
2022,11,Quảng Nam,Miền Trung,95,72,15,1,0
2022,11,Quảng Ngãi,Miền Trung,96,68,20,0,0
2022,11,Bình Định,Miền Trung,110,86,23,2,2
2022,11,Khánh Hòa,Miền Trung,100,71,25,0,0
2022,11,Phú Yên,Miền Trung,89,62,16,0,0
2022,11,Gia Lai,Tây Nguyên,157,113,32,1,0
2022,11,Đắk Lắk,Tây Nguyên,128,108,36,0,0
2022,11,Lâm Đồng,Tây Nguyên,144,117,34,4,2
2022,11,Kon Tum,Tây Nguyên,131,88,18,0,0
2022,11,Hồ Chí Minh,Miền Nam,99,84,27,0,0
2022,11,Cần Thơ,Miền Nam,104,76,22,0,0
2022,11,An Giang,Miền Nam,95,75,21,0,0
2022,11,Kiên Giang,Miền Nam,122,85,25,1,1
2022,11,Đồng Tháp,Miền Nam,110,75,23,0,0
2022,11,Bình Phước,Miền Nam,96,76,17,0,0
2022,11,Tây Ninh,Miền Nam,129,95,24,2,1
2022,12,Hà Nội,Miền Bắc,118,86,32,0,0
2022,12,Hải Phòng,Miền Bắc,129,106,19,1,1
2022,12,Quảng Ninh,Miền Bắc,93,61,17,1,1
2022,12,Bắc Giang,Miền Bắc,158,121,42,2,1
2022,12,Lạng Sơn,Miền Bắc,135,103,38,0,0
2022,12,Sơn La,Miền Bắc,107,70,18,0,0
2022,12,Thanh Hóa,Miền Bắc,133,88,20,0,0
2022,12,Nghệ An,Miền Bắc,151,102,41,1,1
2022,12,Đà Nẵng,Miền Trung,107,79,19,0,0
2022,12,Quảng Nam,Miền Trung,101,71,19,0,0
2022,12,Quảng Ngãi,Miền Trung,134,88,29,2,1
2022,12,Bình Định,Miền Trung,115,100,38,2,1
2022,12,Khánh Hòa,Miền Trung,123,89,28,1,1
2022,12,Phú Yên,Miền Trung,113,78,31,0,0
2022,12,Gia Lai,Tây Nguyên,158,120,36,0,0
2022,12,Đắk Lắk,Tây Nguyên,132,106,38,1,1
2022,12,Lâm Đồng,Tây Nguyên,137,106,43,0,0
2022,12,Kon Tum,Tây Nguyên,130,101,24,0,0
2022,12,Hồ Chí Minh,Miền Nam,77,63,12,0,0
2022,12,Cần Thơ,Miền Nam,131,98,34,0,0
2022,12,An Giang,Miền Nam,95,74,30,0,0
2022,12,Kiên Giang,Miền Nam,135,103,19,0,0
2022,12,Đồng Tháp,Miền Nam,127,95,23,0,0
2022,12,Bình Phước,Miền Nam,120,104,29,0,0
2022,12,Tây Ninh,Miền Nam,144,111,26,1,0
2023,1,Hà Nội,Miền Bắc,145,120,31,0,0
2023,1,Hải Phòng,Miền Bắc,142,98,37,0,0
2023,1,Quảng Ninh,Miền Bắc,113,86,19,0,0
2023,1,Bắc Giang,Miền Bắc,150,124,36,2,1
2023,1,Lạng Sơn,Miền Bắc,131,107,31,2,2
2023,1,Sơn La,Miền Bắc,153,108,37,1,1
2023,1,Thanh Hóa,Miền Bắc,141,98,23,0,0
2023,1,Nghệ An,Miền Bắc,171,116,47,2,1
2023,1,Đà Nẵng,Miền Trung,147,101,28,1,0
2023,1,Quảng Nam,Miền Trung,111,81,22,2,2
2023,1,Quảng Ngãi,Miền Trung,141,100,30,2,0
2023,1,Bình Định,Miền Trung,122,82,28,1,1
2023,1,Khánh Hòa,Miền Trung,114,80,29,2,1
2023,1,Phú Yên,Miền Trung,130,90,26,1,0
2023,1,Gia Lai,Tây Nguyên,187,160,35,1,1
2023,1,Đắk Lắk,Tây Nguyên,180,158,39,1,0
2023,1,Lâm Đồng,Tây Nguyên,162,124,41,1,0
2023,1,Kon Tum,Tây Nguyên,141,109,28,0,0
2023,1,Hồ Chí Minh,Miền Nam,130,112,41,1,1
2023,1,Cần Thơ,Miền Nam,132,93,21,1,0
2023,1,An Giang,Miền Nam,128,95,29,0,0
2023,1,Kiên Giang,Miền Nam,176,141,55,1,0
2023,1,Đồng Tháp,Miền Nam,111,90,31,0,0
2023,1,Bình Phước,Miền Nam,148,124,23,0,0
2023,1,Tây Ninh,Miền Nam,143,111,44,0,0
2023,2,Hà Nội,Miền Bắc,185,127,23,0,0
2023,2,Hải Phòng,Miền Bắc,181,142,40,1,1
2023,2,Quảng Ninh,Miền Bắc,149,117,35,0,0
2023,2,Bắc Giang,Miền Bắc,193,135,24,0,0
2023,2,Lạng Sơn,Miền Bắc,142,114,44,2,1
2023,2,Sơn La,Miền Bắc,146,112,31,1,1
2023,2,Thanh Hóa,Miền Bắc,163,130,30,1,1
2023,2,Nghệ An,Miền Bắc,192,157,33,0,0
2023,2,Đà Nẵng,Miền Trung,125,86,25,3,2
2023,2,Quảng Nam,Miền Trung,118,98,28,0,0
2023,2,Quảng Ngãi,Miền Trung,152,103,39,2,1
2023,2,Bình Định,Miền Trung,126,106,19,1,0
2023,2,Khánh Hòa,Miền Trung,136,88,15,0,0
2023,2,Phú Yên,Miền Trung,115,79,14,1,1
2023,2,Gia Lai,Tây Nguyên,204,132,54,3,3
2023,2,Đắk Lắk,Tây Nguyên,193,135,24,3,3
2023,2,Lâm Đồng,Tây Nguyên,172,134,31,0,0
2023,2,Kon Tum,Tây Nguyên,160,131,39,4,4
2023,2,Hồ Chí Minh,Miền Nam,135,111,26,0,0
2023,2,Cần Thơ,Miền Nam,139,117,44,0,0
2023,2,An Giang,Miền Nam,135,95,20,3,3
2023,2,Kiên Giang,Miền Nam,173,116,25,0,0
2023,2,Đồng Tháp,Miền Nam,146,120,22,0,0
2023,2,Bình Phước,Miền Nam,171,114,42,2,0
2023,2,Tây Ninh,Miền Nam,150,113,21,0,0
2023,3,Hà Nội,Miền Bắc,162,126,39,0,0
2023,3,Hải Phòng,Miền Bắc,169,125,41,2,2
2023,3,Quảng Ninh,Miền Bắc,153,107,25,2,1
2023,3,Bắc Giang,Miền Bắc,172,125,37,1,1
2023,3,Lạng Sơn,Miền Bắc,145,108,35,2,1
2023,3,Sơn La,Miền Bắc,176,121,25,1,1
2023,3,Thanh Hóa,Miền Bắc,172,119,28,1,1
2023,3,Nghệ An,Miền Bắc,207,135,44,2,0
2023,3,Đà Nẵng,Miền Trung,170,122,37,0,0
2023,3,Quảng Nam,Miền Trung,138,120,29,0,0
2023,3,Quảng Ngãi,Miền Trung,164,136,30,0,0
2023,3,Bình Định,Miền Trung,131,111,32,1,1
2023,3,Khánh Hòa,Miền Trung,152,115,29,0,0
2023,3,Phú Yên,Miền Trung,175,145,60,0,0
2023,3,Gia Lai,Tây Nguyên,218,143,39,1,1
2023,3,Đắk Lắk,Tây Nguyên,201,161,65,1,1
2023,3,Lâm Đồng,Tây Nguyên,188,164,33,2,2
2023,3,Kon Tum,Tây Nguyên,177,119,33,0,0
2023,3,Hồ Chí Minh,Miền Nam,139,107,19,0,0
2023,3,Cần Thơ,Miền Nam,169,147,57,0,0
2023,3,An Giang,Miền Nam,159,108,45,0,0
2023,3,Kiên Giang,Miền Nam,184,129,51,0,0
2023,3,Đồng Tháp,Miền Nam,180,146,44,1,1
2023,3,Bình Phước,Miền Nam,193,134,31,1,0
2023,3,Tây Ninh,Miền Nam,179,120,41,0,0
2023,4,Hà Nội,Miền Bắc,196,146,38,1,1
2023,4,Hải Phòng,Miền Bắc,172,148,45,1,1
2023,4,Quảng Ninh,Miền Bắc,123,90,18,2,1
2023,4,Bắc Giang,Miền Bắc,208,163,53,2,0
2023,4,Lạng Sơn,Miền Bắc,174,133,49,3,1
2023,4,Sơn La,Miền Bắc,183,141,47,1,1
2023,4,Thanh Hóa,Miền Bắc,167,119,25,0,0
2023,4,Nghệ An,Miền Bắc,189,149,32,2,0
2023,4,Đà Nẵng,Miền Trung,176,117,32,1,0
2023,4,Quảng Nam,Miền Trung,129,108,27,1,1
2023,4,Quảng Ngãi,Miền Trung,165,121,30,1,0
2023,4,Bình Định,Miền Trung,142,124,30,1,1
2023,4,Khánh Hòa,Miền Trung,173,130,31,0,0
2023,4,Phú Yên,Miền Trung,143,124,49,0,0
2023,4,Gia Lai,Tây Nguyên,208,152,56,1,0
2023,4,Đắk Lắk,Tây Nguyên,179,134,33,0,0
2023,4,Lâm Đồng,Tây Nguyên,197,139,48,1,1
2023,4,Kon Tum,Tây Nguyên,172,121,22,0,0
2023,4,Hồ Chí Minh,Miền Nam,123,84,25,1,0
2023,4,Cần Thơ,Miền Nam,158,118,34,1,1
2023,4,An Giang,Miền Nam,141,107,35,1,1
2023,4,Kiên Giang,Miền Nam,176,145,46,0,0
2023,4,Đồng Tháp,Miền Nam,172,141,51,1,1
2023,4,Bình Phước,Miền Nam,168,113,36,3,1
2023,4,Tây Ninh,Miền Nam,172,134,42,1,1
2023,5,Hà Nội,Miền Bắc,176,116,40,1,1
2023,5,Hải Phòng,Miền Bắc,180,154,61,2,2
2023,5,Quảng Ninh,Miền Bắc,150,128,47,0,0
2023,5,Bắc Giang,Miền Bắc,222,165,39,3,1
2023,5,Lạng Sơn,Miền Bắc,195,144,33,4,4
2023,5,Sơn La,Miền Bắc,169,144,59,2,1
2023,5,Thanh Hóa,Miền Bắc,169,123,50,1,1
2023,5,Nghệ An,Miền Bắc,214,149,29,7,2
2023,5,Đà Nẵng,Miền Trung,174,148,42,1,0
2023,5,Quảng Nam,Miền Trung,153,131,30,0,0
2023,5,Quảng Ngãi,Miền Trung,166,137,53,1,1
2023,5,Bình Định,Miền Trung,152,109,31,0,0
2023,5,Khánh Hòa,Miền Trung,178,145,28,1,0
2023,5,Phú Yên,Miền Trung,163,112,32,0,0
2023,5,Gia Lai,Tây Nguyên,235,181,61,0,0
2023,5,Đắk Lắk,Tây Nguyên,215,186,67,1,1
2023,5,Lâm Đồng,Tây Nguyên,221,169,66,1,1
2023,5,Kon Tum,Tây Nguyên,175,144,47,0,0
2023,5,Hồ Chí Minh,Miền Nam,138,105,24,0,0
2023,5,Cần Thơ,Miền Nam,164,115,35,1,0
2023,5,An Giang,Miền Nam,153,114,37,1,0
2023,5,Kiên Giang,Miền Nam,179,130,45,0,0
2023,5,Đồng Tháp,Miền Nam,163,114,42,1,1
2023,5,Bình Phước,Miền Nam,187,130,30,0,0
2023,5,Tây Ninh,Miền Nam,180,149,34,3,3
2023,6,Hà Nội,Miền Bắc,203,140,36,1,1
2023,6,Hải Phòng,Miền Bắc,170,140,45,2,1
2023,6,Quảng Ninh,Miền Bắc,156,116,34,0,0
2023,6,Bắc Giang,Miền Bắc,232,188,56,0,0
2023,6,Lạng Sơn,Miền Bắc,202,155,36,0,0
2023,6,Sơn La,Miền Bắc,163,124,51,2,0
2023,6,Thanh Hóa,Miền Bắc,170,121,25,4,3
2023,6,Nghệ An,Miền Bắc,218,189,49,0,0
2023,6,Đà Nẵng,Miền Trung,166,144,27,1,1
2023,6,Quảng Nam,Miền Trung,131,94,27,1,1
2023,6,Quảng Ngãi,Miền Trung,174,140,27,0,0
2023,6,Bình Định,Miền Trung,148,125,25,1,1
2023,6,Khánh Hòa,Miền Trung,141,108,34,2,1
2023,6,Phú Yên,Miền Trung,137,109,24,2,1
2023,6,Gia Lai,Tây Nguyên,229,165,30,1,1
2023,6,Đắk Lắk,Tây Nguyên,220,153,56,1,1
2023,6,Lâm Đồng,Tây Nguyên,207,149,38,1,1
2023,6,Kon Tum,Tây Nguyên,157,110,21,2,1
2023,6,Hồ Chí Minh,Miền Nam,142,103,40,0,0
2023,6,Cần Thơ,Miền Nam,154,123,27,0,0
2023,6,An Giang,Miền Nam,172,138,49,2,1
2023,6,Kiên Giang,Miền Nam,202,145,33,0,0
2023,6,Đồng Tháp,Miền Nam,165,130,49,2,1
2023,6,Bình Phước,Miền Nam,171,134,34,0,0
2023,6,Tây Ninh,Miền Nam,208,177,60,1,0
2023,7,Hà Nội,Miền Bắc,165,142,48,1,1
2023,7,Hải Phòng,Miền Bắc,165,128,27,1,0
2023,7,Quảng Ninh,Miền Bắc,146,126,41,0,0
2023,7,Bắc Giang,Miền Bắc,208,162,56,2,2
2023,7,Lạng Sơn,Miền Bắc,149,124,51,0,0
2023,7,Sơn La,Miền Bắc,160,110,38,1,0
2023,7,Thanh Hóa,Miền Bắc,122,80,20,1,0
2023,7,Nghệ An,Miền Bắc,183,131,40,1,1
2023,7,Đà Nẵng,Miền Trung,149,121,33,2,0
2023,7,Quảng Nam,Miền Trung,139,100,29,0,0
2023,7,Quảng Ngãi,Miền Trung,165,135,56,0,0
2023,7,Bình Định,Miền Trung,141,103,36,0,0
2023,7,Khánh Hòa,Miền Trung,157,112,37,1,0
2023,7,Phú Yên,Miền Trung,138,119,36,1,1
